NodeId,Title,Authors,Date
9903227,Holographic description of D3-branes in flat space,Akikazu Hashimoto,1999-03-02
9903228,"Negative Energy, Superluminosity and Holography","Joseph Polchinski, Leonard Susskind and Nicolaos Toumbas",1999-03-02
9903229,Misner String Entropy,R.B. Mann,1999-03-02
9903230,Superconformal Symmetry and Correlation Functions,Jeong-Hyuck Park,1999-03-02
9903231,D=5 Simple Supergravity on AdS_2 \times S^3,"Akira Fujii, Ryuji Kemmoku (KEK-Tanashi)",1999-03-02
9903232,On the Anomalous and Global Interactions of Kodaira 7-Planes,W. Lerche and S. Stieberger,1999-03-02
9903233,Comments on Large N Matrix Model,"Hiroshige Kajiura, Akishi Kato, Sachiko Ogushi",1999-03-02
9903234,"SO(2,1) Covariant IIB Superalgebra","Mitsuko Abe, Machiko Hatsuda, Kiyoshi Kamimura and Takashi Tokunaga",1999-03-02
9903235,Comment on ``Singularities in axially symmetric solutions of,"B. Kleihaus (1) and J. Kunz (2) ((1) Nat. U. of Ireland Maynooth,",1999-03-02
9903236,The Statistical Mechanics of the Self-Gravitating Gas: Equation of State,H. J. de Vega and N. S'anchez,1999-03-03
9903237,AdS/CFT and the Information Paradox,D.A. Lowe and L. Thorlacius,1999-03-03
9903238,Surface Terms as Counterterms in the AdS/CFT Correspondence,"Roberto Emparan, Clifford V. Johnson, Robert C. Myers",1999-03-03
9903239,Finite Field Theory on Noncommutative Geometries,"S. Cho, R. Hinterding, J. Madore and H. Steinacker",1999-03-03
9903240,Asymptotic Symmetry and the General Black Hole Solution in Ads_3 Gravity,Yuhsuke Yoshida and Takahiro Kubota,1999-03-03
9903241,AdS Superalgebras with Brane Charges,S. Ferrara and M. Porrati,1999-03-03
9903242,Issues on Orientifolds: On the brane construction of gauge theories with,Amihay Hanany and Alberto Zaffaroni,1999-03-03
9903243,Implications of decoupling effects for one-loop corrected effective,"I.L. Buchbinder, M. Cvetic, A. Yu. Petrov",1999-03-03
9903244,Notes on black holes and three dimensional gravity,"I.L. Buchbinder, M. Cvetic, A. Yu. Petrov",1999-03-03
9903245,"Composite Vector and Tensor Gauge Fields, and Volume-Preserving","Eduardo I. Guendelman (Ben-Gurion Univ., Beer-Sheva), Emil Nissimov",1999-03-03
9903246,Thermodynamic Partition Function of Matrix Superstrings,G. Grignani and G. W. Semenoff,1999-03-03
9903247,Fermion Determinant Calculus,H. Kikuchi (Ohu University),1999-03-03
9903248,"Virasoro Orbits, AdS_3 Quantum Gravity and Entropy","J.Navarro-Salas, P.Navarro",1999-03-03
9903249,Using the Hopf Algebra Structure of QFT in Calculations,"D.Kreimer, R.Delbourgo",1999-03-03
9903250,Automorphism Group of $k((t))$: Applications to the Bosonic String,"J. M. Mu\~noz Porras, F. J. Plaza Mart\'{\i}n",1999-03-03
9903251,Infrared region of QCD and confining strings,R.Parthasarathy,1999-03-03
9903252,Seiberg-Witten Curves and Integrable Systems,R.Parthasarathy,1999-03-03
9903253,Chiral symmetry breaking as a consequence of nontrivial spatial topology,Yurii A. Sitenko,1999-03-03
9903254,Phase-space Quantization of Field Theory,Cosmas Zachos and Thomas Curtright,1999-03-03
9903255,Effects of Dirac's Negative Energy Sea on Quantum Numbers,Cosmas Zachos and Thomas Curtright,1999-03-04
9903256,Remarks on the Atiyah-Hitchin metric,Cosmas Zachos and Thomas Curtright,1999-03-04
9903257,Three Dimensional Black Hole Coupled to the Born-Infeld Electrodynamics,"Mauricio Cataldo, Alberto Garcia",1999-03-04
9903258,Understanding Radiatively Induced Lorentz-CPT Violation in Differential,"Mauricio Cataldo, Alberto Garcia",1999-03-04
9903259,Three-dimensional Black Holes and Liouville Field Theory,"T. Nakatsu, H. Umetsu and N. Yokoi",1999-03-04
9903260,A Note on Higher Dimensional Instantons and Supersymmetric Cycles,H. Kanno,1999-03-04
9903262,Chiral Observables and Modular Invariants,K.-H. Rehren (Univ. Goettingen),1999-03-04
9903264,Gravity thaws the frozen moduli of the CP^1 lump,"J.M. Speight, I.A.B. Strachan",1999-03-05
9903265,Can the Red Shift be a consequence of the Dilaton field?,Alejandro Cabo and Alexis Amezaga,1999-03-05
9903266,Lorentz Invariant Renormalization in Causal Perturbation Theory,"K. Bresser, G. Pinter and D. Prange",1999-03-05
9903267,Landau-Siegel Zeroes and Black Hole Entropy,Stephen D. Miller and Gregory Moore,1999-03-05
9903268,"Superstrings, Unifications and dualities",Joseph Kouneiher,1999-03-05
9903269,Black holes and membranes in AdS_7,James T. Liu and Ruben Minasian,1999-03-05
9904201,The confining branch of QCD,D. Toublan and J.J.M. Verbaarschot,1999-04-01
9904202,A Canonical Decomposition in Collective and Relative Variables of a,"L. Lusanna, M. Materassi",1999-04-01
9904203,Self-duality and soldering in odd dimensions,R. Banerjee and S. Kumar,1999-04-01
9904204,Finiteness of 2D Topological BF-Theory with Matter Coupling,"R. Leitgeb, M. Schweda, H.Zerrouki",1999-04-01
9904205,A Note on the 4D Antisymmetric Tensor Field Model in Curved Space-Time,H. Zerrouki,1999-04-01
9904206,More Series related to the Euler Series,Odd Magne Ogreid and Per Osland (Bergen),1999-04-01
9904207,Non-BPS States and Branes in String Theory,Odd Magne Ogreid and Per Osland (Bergen),1999-04-01
9904208,Null Branes in Curved Backgrounds,Odd Magne Ogreid and Per Osland (Bergen),1999-04-01
9904209,A remark on collisions of domain walls in a supersymmetric model,"V. A. Gani, A. E. Kudryavtsev",1999-04-01
9904210,Confining N=1 SUSY gauge theories from Seiberg duality,Matthias Klein,1999-04-01
9904211,Type I on (Generalized) Voisin-Borcea Orbifolds and Non-perturbative,Matthias Klein,1999-04-01
9904212,"Mersenne Primes, Polygonal Anomalies and String Theory Classification",Paul H. Frampton and Thomas W. Kephart,1999-04-01
9904213,Dual Supersymmetry Algebras from Partial Supersymmetry Breaking,R. Altendorfer and J. Bagger,1999-04-01
9904214,Towards exact results of QED from supersymmetry,Masato Arai and Noriaki Kitazawa,1999-04-02
9904215,On Local Variational Differential Operators in Field Theory,"S. S. Shahverdiyev, I. V. Tyutin, B. L. Voronov (Theor. Phys. Dept.,",1999-04-02
9904216,SO(8) and G_2 X G_2 N=1 Supergravities in D=6,R. Holman and T.W. Kephart,1999-04-02
9904217,"Calabi-Yau black holes and (0,4) sigma models","Ruben Minasian, Gregory Moore and Dimitrios Tsimpis",1999-04-02
9904218,On the twisted chiral potential in 2d and the analogue of rigid special,Peter Kaste,1999-04-02
9905201,Gauge invariance of the one-loop effective action of the Higgs field in,J. Baacke and K. Heitmann,1999-05-01
9905202,The general crossing relation for boundary reflection matrix,"Bo-yu Hou, Kang-jie Shi and Wen-li Yang",1999-05-01
9905203,On the Question of Degeneracy of Topological Solitons in a Gauged O(3),P. Mukherjee,1999-05-02
9905204,Dependence of the vacuum energy on spherically symmetric background,"M. Bordag, M. Hellmund, K. Kirsten",1999-05-03
9905205,Thermodynamics of Large-N Super Yang-Mills Theory and AdS/CFT,Chanju Kim and Soo-Jong Rey,1999-05-03
9905206,Optimization of Renormalization Group Flow,"Sen-Ben Liao, Janos Polonyi, and Michael Strickland",1999-05-03
9905207,QCD Pressure and the Trace Anomaly,"I T Drummond, R R Horgan, P V Landshoff and A Rebhan",1999-05-03
9905208,Dual Confinement of Grand Unified Monopoles?,Alfred Scharff Goldhaber,1999-05-03
9905209,Summing the Instanton Series in N=2 Superconformal Large-N QCD,"Timothy J. Hollowood, Valentin V. Khoze and Michael P. Mattis",1999-05-03
9905210,Bent Domain Walls as Braneworlds,"Timothy J. Hollowood, Valentin V. Khoze and Michael P. Mattis",1999-05-03
9905211,Holography for Coset Spaces,"Ruth Britto-Pacumio, Andrew Strominger and Anastasia Volovich",1999-05-03
9905212,A Monograph on the Classification of the Discrete Subgroups of SU(4),Amihay Hanany and Yang-Hui He,1999-05-03
9905213,Relativistic Gamow Vectors II,"A. Bohm, H. Kaldass, S. Wickramasekara, P. Kielanowski",1999-05-03
9905214,Integrable Marginal Points in the N-Cosine Model,Bogomil Gerganov,1999-05-03
9905215,Effective Theory of QCD,"Y.M. Cho, Haewon Lee and D. G. Pak",1999-05-03
9905216,On the N=2 Superstring BRST Operator,Osvaldo Chandia,1999-05-03
9905217,Domain Wall Junctions are 1/4-BPS States,"Sean M. Carroll, Simeon Hellerman and Mark Trodden",1999-05-03
9905218,Duality Invariant Born-Infeld Theory,"Daniel Brace, Bogdan Morariu, Bruno Zumino",1999-05-03
9905219,On the Role of Chaos in the AdS/CFT Connection,S. Kalyana Rama and B. Sathiapalan,1999-05-03
9905220,Black hole entropy from Poisson brackets (demystification of some,Vladimir O. Soloviev,1999-05-04
9905221,Fermion-boson duality in integrable quantum field theory,"P. Baseilhac, V. A. Fateev",1999-05-04
9905222,N=2 Supersymmetric Model with Dirac-Kahler Fermions from Generalized,Noboru Kawamoto and Takuya Tsukioka,1999-05-04
9905223,Magnetic Monopoles Near the Black Hole Threshold,Arthur Lue and Erick J. Weinberg (Columbia),1999-05-04
9905224,Whitham Deformations and Tau Functions in N = 2 Supersymmetric Gauge,Kanehisa Takasaki,1999-05-04
9905225,Invariant Regularization of Supersymmetric Chiral Gauge Theory,Hiroshi Suzuki (Ibaraki University),1999-05-04
9905226,Spectrum of Type IIB Supergravity on AdS_5 x T^{11}: Predictions on N =,"Anna Ceresole, Gianguido Dall'Agata, Riccardo D'Auria and Sergio",1999-05-04
9905227,"Spherically Collapsing Matter in AdS, Holography, and Shellons","Ulf H. Danielsson, Esko Keski-Vakkuri, Martin Kruczenski",1999-05-04
9905228,Boundary Dynamics of Higher Dimensional AdS Spacetime,"J. Gegenberg (U. New Brunswick), G. Kunstatter (U. Winnipeg)",1999-05-04
9905229,Fractons and Fractal Statistics,Wellington da Cruz,1999-05-04
9905230,Brane Configurations for Three-dimensional Nonabelian Orbifolds,Tomomi Muto,1999-05-04
9905231,On the Geometric Properties of AdS Instantons,Ali Kaya,1999-05-04
9906201,"Wilson loops from multicentre and rotating branes, mass gaps and phase",A. Brandhuber and K. Sfetsos,1999-06-01
9906202,A New Formulation of a 1+1 Dimensional Field Theory Constrained to a Box,"M.E. Carrington (Brandon U.), R. Kobes (U. Winnipeg) and G. Kunstatter",1999-06-01
9906203,Supergravity Solution for M5-brane Intersection,Sergey A. Cherkis,1999-06-01
9906204,Exponential and power-law hierarchies from supergravity,A. Kehagias,1999-06-01
9906205,Bosonization at Finite Temperature and Anyon Condensation,"A. Liguori, M. Mintchev, L. Pilo",1999-06-01
9906206,"Supergravity, D-brane Probes and thermal super Yang-Mills: a comparison","A. Liguori, M. Mintchev, L. Pilo",1999-06-01
9906207,Picard-Fuchs Equations and Whitham Hierarchy in N=2 Supersymmetric,"Yuji Ohta (Res. Inst. Math. Sci., Kyoto Univ.)",1999-06-01
9906208,The deconfinement phase transition as an Aharonov-Bohm effect,Janos Polonyi,1999-06-01
9906209,Zero Locus Reduction of the BRST Differential,M A Grigoriev (Lebedev Physics Institute),1999-06-01
9906210,Baryon Configurations in the UV and IR Regions of Type 0 String Theory,Shigenori Seki (Kyoto Univ.),1999-06-01
9906211,Structure of the Electric Flux in N=4 Supersymmetric Yang-Mills Theory,"J. Erickson, G.W. Semenoff and K. Zarembo",1999-06-02
9906212,Avoiding the theorem of Lerche and Shore,K.J. Barnes,1999-06-02
9906213,Sphaleron of a 4 dimensional SO(4) Higgs model,"B. Kleihaus, D.H. Tchrakian, F. Zimmerschied",1999-06-02
9906214,"(F,Dp) bound states from the boundary state","P. Di Vecchia, M. Frau, A. Lerda and A. Liccardo",1999-06-02
9906215,Operator product expansion and factorization in the $H_3^+$-WZNW model,J. Teschner,1999-06-02
9906216,Running Gauge Coupling and Quark-Antiquark Potential in Non-SUSY Gauge,Shin'ichi Nojiri and Sergei D. Odintsov,1999-06-02
9906217,Light-cone form of field dynamics in anti-de Sitter space-time and,Shin'ichi Nojiri and Sergei D. Odintsov,1999-06-02
9906218,Non-Singular String-Cosmologies From Exact Conformal Field Theories,"H. J. de Vega, A. L. Larsen and N. Sanchez",1999-06-02
9906219,On the relation between Stokes multipliers and the T-Q systems of,Patrick Dorey and Roberto Tateo,1999-06-02
9906220,Tachyon Stabilization in the AdS/CFT Correspondence,Patrick Dorey and Roberto Tateo,1999-06-02
9906221,Gauged Six-dimensional Supergravity from Massive Type IIA,"M. Cvetic, H. Lu and C.N. Pope",1999-06-02
9906222,A Remark on Brane Stabilization in Brane World,"M. Cvetic, H. Lu and C.N. Pope",1999-06-02
9906223,"Strings, Branes and Two-Time Physics","I. Bars, C. Deliduman, D. Minic",1999-06-02
9906224,A note on correlation functions in AdS_5/SYM_4 correspondence on the,Iouri Chepelev and Radu Roiban,1999-06-03
9906225,Braided Quantum Field Theory,Robert Oeckl,1999-06-03
9906226,Holographic Particle Detection,Vijay Balasubramanian and Simon F. Ross,1999-06-03
9906227,SO(2) symmetry of a Maxwell p-form theory,Vijay Balasubramanian and Simon F. Ross,1999-06-03
9906228,Casimir Energies for Spherically Symmetric Cavities,"Guido Cognola, Emilio Elizalde and Klaus Kirsten",1999-06-03
9906229,On the concept of determinant for the differential operators of Quantum,E. Elizalde,1999-06-03
9906230,Target-Superspace in 2d Dilatonic Supergravity,Thomas Strobl,1999-06-03
9906231,Two Loop Locally Anisotropic Corrections for Nonlinear Sigma Model,Sergiu Ostaf,1999-06-03
9906232,Probing partially localized supergravity background of fundamental,Sergiu Ostaf,1999-06-03
9906233,On the Integrability of a Class of Monge-Ampere Equations,"J. C. Brunelli, M. Gurses, K. Zheltukhin",1999-06-03
9906234,A Note on Orientifolds and Dualities of Type 0B String Theory,Ralph Blumenhagen and Alok Kumar,1999-06-03
9906235,Duality in Integrable Systems and Gauge Theories,"V. Fock, A. Gorsky, N. Nekrasov, V. Rubtsov",1999-06-03
9906236,Chiral Symmetry restoration in the massive Thirring model at finite T,"A.Gomez Nicola (UCM, Madrid), R.J.Rivers (Imperial College, London),",1999-06-03
9906237,Dynamics of the DBI Spike Soliton,David Kastor and Jennie Traschen,1999-06-03
9906238,Ultraviolet Limit of Open String Theory,David Kastor and Jennie Traschen,1999-06-03
9906239,One-loop corrections to the D3 brane action,Marina Shmakova,1999-06-03
9906240,On Double-Elliptic Integrable Systems. 1. A Duality Argument for the,"H.W.Braden, A.Marshakov, A.Mironov and A.Morozov",1999-06-03
9906241,The vacuum backreaction on a pair creating source,G. A. Vilkovisky (Lebedev Institute),1999-06-03
9906242,Fractional Branes and Boundary States in Orbifold Theories,"Duiliu-Emanuel Diaconescu, Jaume Gomis",1999-06-03
9906243,Vortices on the Higgs Branch of the Seiberg-Witten Theory,"Duiliu-Emanuel Diaconescu, Jaume Gomis",1999-06-03
9906244,"Monopoles, Dyons and Theta Term in Dirac-Born-Infeld Theory","N. Grandi, R.L. Pakman, F.A.Schaposnik and G. Silva",1999-06-04
9906245,Some Generalized BRS Transformations.I The Pure Yang-Mills Case,Paul Federbush (Univ. of Michigan),1999-06-04
9906246,Remarks on the Racetrack Scheme,Michael Dine and Yuri Shirman,1999-06-04
9906247,Supergravity Solution for Three-String Junction in M-Theory,Michael Dine and Yuri Shirman,1999-06-04
9906248,On the Quantization of Nambu Brackets,Michael Dine and Yuri Shirman,1999-06-04
9907201,Electric Black Holes in Type 0 String Theory,Ivo Sachs,1999-07-01
9907202,"T-Duality in the Green-Schwarz Formalism, and the Massless/Massive IIA","M. Cvetic, H. Lu, C.N. Pope and K.S. Stelle",1999-07-01
9907203,Anomaly Cancelations in Orientifolds with Quantized B Flux,"Alex Buchel, Gary Shiu and S.-H. Henry Tye",1999-07-01
9907204,D3-brane shells to black branes on the Coulomb branch,S. B. Giddings and S. F. Ross,1999-07-01
9907205,Ultraviolet and Infrared freedom from string amplitudes,Enrique Alvarez and Cesar Gomez,1999-07-01
9907206,AdS/CFT and BPS Strings in Four Dimensions,Mohsen Alishahiha and Yaron Oz,1999-07-01
9907207,Quintessence duality,"R. de Ritis (INFN and Dipartimento di Scienze Fisiche, Universita` di",1999-07-01
9907208,Derivative Expansion and Soliton Masses,Gerald V. Dunne,1999-07-01
9907209,Infinitely Large New Dimensions,"Nima Arkani-Hamed, Savas Dimopoulos, Gia Dvali and Nemanja Kaloper",1999-07-01
9907210,Heterotic Little String Theories and Holography,"Martin Gremm, Anton Kapustin",1999-07-01
9907211,Matrix Theory Star Products from the Born-Infeld Action,Lorenzo Cornalba and Ricardo Schiappa,1999-07-01
9907212,Non-Locality and Ellipticity in a Gauge-Invariant Quantization,Giampiero Esposito and Cosimo Stornaiolo,1999-07-01
9907214,$(\alpha')^4$ corrections to the N=2 supersymmetric Born-Infeld action,"A. De Giovanni, A. Santambrogio and D. Zanon",1999-07-02
9907215,"Gravitational Couplings, Orientifolds and M-Planes",Sunil Mukhi and Nemani V. Suryanarayana,1999-07-02
9907216,KK Spectroscopy of Type IIB Supergravity on AdS_5 x T^{11},"Anna Ceresole, Gianguido Dall'Agata and Riccardo D'Auria",1999-07-02
9907217,Master Equation for Lagrangian Gauge Symmetries,"R. Banerjee, H.J. Rothe and K.D. Rothe",1999-07-02
9907218,Deformed oscillators algebra formulation of the Nonlinear Schrodinger,E. Ragoucy,1999-07-04
9907219,3D superconformal theories from Sasakian seven-manifolds: new nontrivial,"Davide Fabbri, Pietro Fre', Leonardo Gualtieri, Cesare Reina,",1999-07-03
9907220,Gauge Transformations on Massless Spin-1/2 Particles and Neutrino,Y. S. Kim (Univ. of Maryland),1999-07-03
9907221,Superconnections: an Interpretation of the Standard Model,G.Roepstorff,1999-07-03
9907223,Induced vacuum condensates in the background of a singular magnetic,Yurii A. Sitenko,1999-07-05
9907224,"N=4 Supersymmetric Multidimensional Quantum Mechanics, Partial SUSY","E. E. Donets, A. Pashnev, J. Juan Rosales and M. M. Tsulaia",1999-07-05
9907225,Dynamical Supersymmetry Breaking,Yael Shadmi and Yuri Shirman,1999-07-05
9908201,"Instantons, finite N=2 Sp(N) theories and the AdS/CFT correspondence",Timothy J. Hollowood,1999-07-31
9908202,Supersymmetric Quantum Mechanics from Light Cone Quantization,S. Hellerman and J. Polchinski,1999-08-02
9908203,A toy model of Polyakov duality,Vipul Periwal,1999-07-31
9908204,The Freckled Instantons,"A.Losev, N.Nekrasov and S.Shatashvili",1999-07-31
9908205,10 = 6 + 4,Frank Tony Smith,1999-08-01
9908206,Dilaton Field and Massless Particle for 2d Gravity,George Chechelashvili and George Jorjadze,1999-08-02
9908207,"Functorial QFT, Gauge Anomalies and the Dirac Determinant Bundle",Jouko Mickelsson and Simon Scott,1999-08-02
9908208,"Dirac Equations, Light Cone Supersymmetry, and Superconformal Algebras",Jouko Mickelsson and Simon Scott,1999-08-02
9908209,"On supergravity in (10,2)",Stephen Hewson,1999-08-01
9908210,Spontaneous Symmetry Breaking of q-Gauge Field Theory,"R. J. Finkelstein (U. of California, Los Angeles)",1999-08-01
9909201,"Equivalence Principle, Higher Dimensional Moebius Group and the Hidden","Gaetano Bertoldi, Alon E. Faraggi and Marco Matone",1999-09-01
9909202,Monopoles and Dyons in Non-Commutative Geometry,Akikazu Hashimoto and Koji Hashimoto,1999-09-01
9909203,"Five-dimensional N=4, SU(2) X U(1) Gauged Supergravity from Type IIB","H. Lu, C.N. Pope and T.A. Tran",1999-09-01
9909204,Self-Adjointness of the Dirac Hamiltonian and Vacuum Quantum Numbers,"Yu. A. Sitenko (BITP, Ukraine)",1999-09-01
9909205,Brane-World Black Holes,"A. Chamblin, S.W. Hawking, H.S. Reall",1999-09-01
9909206,Deformation Quantization of Classical Fields,"H. Garcia-Compean, J.F. Plebanski, M. Przanowski and F.J. Turrubiates",1999-09-01
9909207,Regularization of QED by a generalized 't Hooft and Veltman method,Marijan Ribaric and Luka Sustersic,1999-09-01
9909208,Color Confinement in QCD due to Topological Defects,Kei-Ichi Kondo,1999-09-01
9909209,String Nature of Confinement in (Non-)Abelian Gauge Theories,Kei-Ichi Kondo,1999-09-01
9909210,Casimir-Polder energy and dilute dielectric ball : nondispersive case,Valery N. Marachevsky,1999-09-01
9909211,Variational approximations for correlation functions in quantum field,Valery N. Marachevsky,1999-09-01
9909212,Mass scales in string and M-theory,Valery N. Marachevsky,1999-09-01
9909213,On The Size of The Graviton,Nikita A. Nekrasov,1999-09-01
9909214,Non-commutative world-volume interactions on D-brane and,Nikita A. Nekrasov,1999-09-01
9909215,Supergravity and Large N Noncommutative Field Theories,"Mohsen Alishahiha, Yaron Oz, M.M. Sheikh-Jabbari",1999-09-01
9909216,g-function flow in perturbed boundary conformal field theories,"Patrick Dorey, Ingo Runkel, Roberto Tateo and Gerard Watts",1999-09-01
9909217,Soluble field theory with a massless gauge invariant limit,"Patrick Dorey, Ingo Runkel, Roberto Tateo and Gerard Watts",1999-09-01
9909218,Nahm Data and the Mass of 1/4-BPS States,Conor Houghton and Kimyeong Lee,1999-09-01
9909219,Compactified Little String Theories and Compact Moduli Spaces of Vacua,Kenneth Intriligator,1999-09-02
9909220,Remarks on Defining the DLCQ of Quantum Field Theory as a Light-Like,Kenneth Intriligator,1999-09-02
9909221,The Physical Projector and Topological Quantum Field Theories: U(1),"Jan Govaerts and Bernadette Deschepper (Catholic Univ. Louvain,",1999-09-02
9909222,Probing AdS/CFT correspondence via world-sheet methods and 2d gravity,Oleg Andreev,1999-09-02
9909223,Open group transformations within the Sp(2)-formalism,"Igor Batalin, Robert Marnelius",1999-09-02
9909224,Elliptic analog of the Toda lattice,I. M. Krichever (Columbia University and Landau Institute for,1999-09-02
9909225,Weak-QES extensions of the Calogero model,"Y. Brihaye, P. Kosinski",1999-09-02
9909226,Monopole and Dyon Solutions in AdS space,Adrian R. Lugo and Fidel A. Schaposnik,1999-09-02
9909227,Symmetries and interactions in matrix string theory,Feike Hacquebord,1999-09-02
9909228,Superconformal Hypermultiplets,"Bernard de Wit, Bas Kleijn and Stefan Vandoren",1999-09-02
9909229,Heterotic String Conformal Field Theory And A-D-E Singularities,Edward Witten,1999-09-02
9910201,Cohomological analysis of gauged-fixed gauge theories,"Glenn Barnich, Marc Henneaux, Tobias Hurth and Kostas Skenderis",1999-10-01
9910202,Radius Stabilization and Anomaly-Mediated Supersymmetry Breaking,Markus A. Luty and Raman Sundrum,1999-10-01
9910203,Search for periodic vacuum in QED$_2$,S. Nagy and K. Sailer,1999-10-01
9910204,Sine-Gordon Equation and Representations of Affine Kac-Moody Algebra,Yuly Billig,1999-10-01
9910205,Vertex Operators for AdS3 Background With Ramond Ramond Flux,Louise Dolan and Edward Witten,1999-10-01
9910206,A Finite Dimensional Gauge Problem in the WZNW Model,"M. Dubois-Violette, P. Furlan, L.K. Hadjiivanov, A.P. Isaev, P.N.",1999-10-01
9910207,On the Heterotic/F-Theory Duality in Eight Dimensions,W. Lerche,1999-10-01
9910208,Domain walls in supersymmetric QCD,"B. de Carlos, J.M. Moreno",1999-10-01
9910209,"Cohomological Field Theories with K\""ahler Structure",J.-S. Park,1999-10-02
9910210,Twisted Boundary Conditions and Matching to the Effective Four,T.E. Clark and S.T. Love,1999-10-02
9910211,Wilson Loops as Matrix Strings,Nadav Drukker,1999-10-02
9910212,On the generalized Legendre transform and monopole metrics,C.J. Houghton,1999-10-04
9910213,"Comments on ""Entropy of 2D Black Holes from Counting Microstates""",Mu-In Park and Jae Hyung Yee,1999-10-03
9910214,Algebraic Aspects of Interactions of Massive Spinning Particles in Three,"K.B. Alkalaev and S.L. Lyakhovich (Tomsk State University, Russia)",1999-10-04
9910215,Functional Relations in Stokes Multipliers and Solvable Models related,J. Suzuki (Shizuoka University),1999-10-04
9910216,Non-perturbative N=1 strings from geometric singularities,P. Mayr,1999-10-04
9910217,Non-BPS States and Heterotic - Type I' Duality,T. Dasgupta and B. Stefanski Jr,1999-10-04
9910218,Integrable Quantum Field Theories with Unstable Particles,T. Dasgupta and B. Stefanski Jr,1999-10-04
9910219,Brane cosmological evolution in a bulk with cosmological constant,"Pierre Binetruy, Cedric Deffayet, Ulrich Ellwanger (LPTHE, Orsay),",1999-10-04
9910220,A New Superconformal Mechanics,"E.Deotto, G.Furlan, E.Gozzi",1999-10-04
9910221,A Model for Topological Fermions,Manfried Faber,1999-10-04
9910222,SDLCQ: Supersymmetric Discrete Light Cone Quantization,"O. Lunin, S. Pinsky",1999-10-04
9910223,Duality Induced Reflections and CPT,"O. Lunin, S. Pinsky",1999-10-04
9910224,Large-N limit of the generalized 2D Yang-Mills theory on cylinder,"M. Khorrami, M. Alimohammadi",1999-10-04
9910225,"Reply Comment on ""Entropy of 2D black holes from counting microstates""",Mariano Cadoni and Salvatore Mignemi,1999-10-04
9910226,Beyond CFT : Deformed Virasoro and Elliptic Algebras,S.Odake,1999-10-04
9910227,Polynomial Gauge Invariants of a Bosonic String,S.Odake,1999-10-04
9910228,Discrete torsion in non-geometric orbifolds and their open-string,"Massimo Bianchi, Jose' F. Morales and Gianfranco Pradisi (Dipartimento",1999-10-04
9910229,On heavy states in supersymmetric gluodynamics at large N,A. Gorsky and K. Selivanov,1999-10-04
9910230,Anomalies for Nonlocal Dirac Operators,E. Ruiz Arriola and L. L. Salcedo,1999-10-04
9910231,Positive Mass Theorem for Black Holes in Einstein-Maxwell Axion-dilaton,E. Ruiz Arriola and L. L. Salcedo,1999-10-05
9910232,"Making the gravitational path integral more Lorentzian, or: Life beyond","R. Loll (Albert-Einstein-Institut, MPI), J. Ambjorn (Niels Bohr",1999-10-05
9910233,Remark on the variational principle in the AdS/CFT correspondence for,Henrique Boschi-Filho and Nelson R. F. Braga,1999-10-05
9910234,Instantons in curvilinear coordinates,"Alexei A. Abrikosov, jr",1999-10-05
9910235,Solution Generating in Ten Dimensional Supersymmetric Classical,Jean-Loup Gervais,1999-10-05
9910236,Effects in Gauge Theories and a Harmonic Function on $E_{10}$,Ori J. Ganor,1999-10-05
9910237,Regular R-R and NS-NS BPS black holes,"M. Bertolini, M. Trigiante",1999-10-05
9910238,Hypermultiplet Moduli Space and Three Dimensional Gauge Theories,Moshe Rozali,1999-10-05
9910239,A new topological aspect of the arbitrary dimensional topological,"Ying Jiang, Yishi Duan",1999-10-05
9910240,The Parisi-Sourlas Mechanism in Yang-Mills Theory?,"Jose A. Magpantay (National Institute of Physics, U.P. Diliman Q.C.,",1999-10-05
9910241,D-branes from N non-BPS D9-branes in Type IIA theory,J. Kluson,1999-10-05
9910242,Minimal String Driven Cosmology and its Predictions,"M. P. Infante, N. Sanchez",1999-10-05
9910243,The Quest for Understanding in Relativistic Quantum Physics,"Detlev Buchholz, Rudolf Haag",1999-10-05
9910244,Black Hole Thermodynamics and Two-Dimensional Dilaton Gravity Theory,"Detlev Buchholz, Rudolf Haag",1999-10-05
9910245,Connectedness Of The Boundary In The AdS/CFT Correspondence,Edward Witten and S.-T. Yau,1999-10-05
9910246,Abelian Vectors and Self-Dual Tensors in Six-Dimensional Supergravity,Edward Witten and S.-T. Yau,1999-10-06
9910247,Reply to the comment by Park and Ho,S. Carlip,1999-10-06
9910248,Heterotic String Corrections from the Dual Type II String,Paul S. Aspinwall and M. Ronen Plesser,1999-10-06
9910249,Non-BPS Branes on a Calabi-Yau Threefold and Bose-Fermi Degeneracy,"Mihail Mihailescu, Kyungho Oh and Radu Tatar",1999-10-06
9910250,On Inherited Duality in N=1 d=4 Supersymmetric Gauge Theories,"Philip C. Argyres (Cornell, ITP Santa Barbara), Ken Intriligator (UC",1999-10-06
9910251,Quantization of the Superstring in Ramond-Ramond Backgrounds,"Philip C. Argyres (Cornell, ITP Santa Barbara), Ken Intriligator (UC",1999-10-06
9910252,Four-dimensional N=4 SO(4) Gauged Supergravity from D=11,"M. Cvetic, H. Lu and C.N. Pope",1999-10-06
9910253,Solution of the quantum inverse problem,"F. G\""ohmann and V. E. Korepin (YITP, State University of New York at",1999-10-06
9910254,Morse potential energy spectra through the variational method and,Elso Drigo Filho and Regina Maria Ricotta,1999-10-06
